,sci_name
12265,Columba livia
12266,Zenaida asiatica
12267,Zenaida macroura
12268,Ceryle alcyon
12269,Geococcyx californianus
12270,Falco columbarius
12271,Falco mexicanus
12272,Falco peregrinus
12273,Falco sparverius
12274,Callipepla californica
12275,Oreortyx pictus
12276,Alectoris chukar
12277,Meleagris gallopavo
12278,Fulica americana
12279,Psaltriparus minimus
12280,Bombycilla cedrorum
12281,Passerina amoena
12282,Pheucticus melanocephalus
12283,Piranga ludoviciana
12284,Certhia americana
12285,Cinclus mexicanus
12286,Aphelocoma californica
12287,Corvus brachyrhynchos
12288,Corvus corax
12289,Cyanocitta stelleri
12290,Nucifraga columbiana
12291,Pica nuttalli
12292,Aimophila ruficeps
12293,Amphispiza belli
12294,Chondestes grammacus
12295,Junco hyemalis
12296,Melospiza lincolnii
12297,Melospiza melodia
12298,Passerella iliaca
12299,Pipilo crissalis
12300,Pipilo maculatus
12301,Spizella atrogularis
12302,Zonotrichia albicollis
12303,Zonotrichia atricapilla
12304,Zonotrichia leucophrys
12305,Carduelis lawrencei
12306,Carduelis pinus
12307,Carduelis psaltria
12308,Carduelis tristis
12309,Carpodacus cassinii
12310,Carpodacus mexicanus
12311,Carpodacus purpureus
12312,Hirundo rustica
12313,Petrochelidon pyrrhonota
12314,Stelgidopteryx serripennis
12315,Tachycineta bicolor
12316,Tachycineta thalassina
12317,Agelaius phoeniceus
12318,Euphagus cyanocephalus
12319,Icterus bullockii
12320,Molothrus ater
12321,Sturnella neglecta
12322,Lanius ludovicianus
12323,Mimus polyglottos
12324,Toxostoma redivivum
12325,Baeolophus inornatus
12326,Poecile rufescens
12327,Dendroica coronata
12328,Dendroica nigrescens
12329,Dendroica occidentalis
12330,Dendroica petechia
12331,Dendroica townsendi
12332,Geothlypis trichas
12333,Icteria virens
12334,Oporornis tolmiei
12335,Vermivora celata
12336,Vermivora ruficapilla
12337,Wilsonia citrina
12338,Wilsonia pusilla
12339,Passer domesticus
12340,Polioptila caerulea
12341,Phainopepla nitens
12342,Regulus calendula
12343,Regulus satrapa
12344,Sitta canadensis
12345,Sitta carolinensis
12346,Sturnus vulgaris
12347,Chamaea fasciata
12348,Catherpes mexicanus
12349,Salpinctes obsoletus
12350,Thryomanes bewickii
12351,Troglodytes aedon
12352,Troglodytes troglodytes
12353,Catharus guttatus
12354,Catharus ustulatus
12355,Ixoreus naevius
12356,Myadestes townsendi
12357,Sialia currucoides
12358,Sialia mexicana
12359,Turdus migratorius
12360,Contopus cooperi
12361,Contopus sordidulus
12362,Empidonax difficilis
12363,Empidonax hammondii
12364,Myiarchus cinerascens
12365,Sayornis nigricans
12366,Sayornis saya
12367,Tyrannus verticalis
12368,Vireo bellii
12369,Vireo cassinii
12370,Vireo gilvus
12371,Vireo huttoni
12372,Vireo solitarius
12373,Vireo vicinior
12374,Ardea herodias
12375,Butorides virescens
12376,Pelecanus erythrorhynchos
12377,Colaptes auratus
12378,Melanerpes formicivorus
12379,Melanerpes lewis
12380,Picoides nuttallii
12381,Picoides pubescens
12382,Picoides villosus
12383,Sphyrapicus ruber
12384,Podilymbus podiceps
12385,Aegolius acadicus
12386,Asio otus
12387,Bubo virginianus
12388,Glaucidium gnoma
12389,Otus kennicottii
12390,Tyto alba
12391,Elgaria multicarinata
12392,Anniella pulchra
12393,Contia tenuis
12394,Diadophis punctatus
12395,Hypsiglena torquata
12396,Lampropeltis getula
12397,Masticophis flagellum
12398,Masticophis lateralis
12399,Pituophis catenifer
12400,Rhinocheilus lecontei
12401,Tantilla planiceps
12402,Thamnophis atratus zaxanthus
12403,Thamnophis sirtalis
12404,Phrynosoma coronatum
12405,Sceloporus occidentalis
12406,Uta stansburiana
12407,Eumeces gilberti
12408,Cnemidophorus tigris
12409,Crotalus oreganus
12410,Xantusia vigilis
12411,Clemmys marmorata
12412,Bufo boreas
12413,Hyla regilla
12414,Rana aurora draytonii
12415,Spea hammondii
12416,Aneides lugubris
12417,Batrachoseps gavilanensis
12418,Ensatina eschscholtzii
12419,Lutra canadensis pacifica
12420,Cervus elaphus roosevelti
12421,Odocoileus hemionus columbianus
12422,Canis latrans
12423,Urocyon cinereoargenteus
12424,Vulpes vulpes
12425,Lynx rufus
12426,Puma concolor
12427,Mephitis mephitis
12428,Spilogale gracilis
12429,Martes pennanti pacifica
12430,Mustela erminea
12431,Mustela frenata
12432,Mustela vison
12433,Eumetopias jubatus
12434,Zalophus californianus
12435,Mirounga angustirostris
12436,Phoca vitulina
12437,Bassariscus astutus
12438,Procyon lotor
12439,Ursus americanus
12440,Balaena glacialis
12441,Balaenoptera acutorostrata
12442,Balaenoptera borealis
12443,Balaenoptera musculus
12444,Balaenoptera physalus
12445,Megaptera novaeangliae
12446,Delphinus delphis
12447,Globicephala macrorhynchus
12448,Grampus griseus
12449,Lagenorhynchus obliquidens
12450,Orcinus orca
12451,Pseudorca crassidens
12452,Eschrichtius robustus
12453,Berardius bairdii
12454,Ziphius cavirostris
12455,Kogia breviceps
12456,Phocoena phocoena
12457,Phocoenoides dalli
12458,Physeter macrocephalus
12459,Antrozous pallidus
12460,Corynorhinus townsendii
12461,Eptesicus fuscus
12462,Lasionycteris noctivagans
12463,Lasiurus cinereus
12464,Myotis californicus
12465,Myotis volans
12466,Myotis yumanensis
12467,Didelphis virginiana
12468,Lepus californicus
12469,Sylvilagus bachmani
12470,Aplodontia rufa
12471,Castor canadensis
12472,Arborimus albipes
12473,Arborimus longicaudus
12474,Microtus californicus
12475,Microtus oregoni
12476,Microtus townsendii
12477,Neotoma cinerea
12478,Neotoma fuscipes
12479,Ondatra zibethicus
12480,Peromyscus maniculatus
12481,Phenacomys albipes
12482,Phenacomys longicaudus
12483,Reithrodontomys megalotis
12484,Zapus trinotatus
12485,Erethizon dorsatum
12486,Thomomys bottae
12487,Mus musculus
12488,Rattus norvegicus
12489,Rattus rattus
12490,Glaucomys sabrinus
12491,Sciurus griseus
12492,Spermophilus beecheyi
12493,Tamias senex
12494,Tamias siskiyou
12495,Tamiasciurus douglasii
12496,Sorex bendirii
12497,Sorex pacificus
12498,Sorex sonomae
12499,Sorex trowbridgii
12500,Sorex vagrans
12501,Neurotrichus gibbsii
12502,Scapanus orarius
12503,Scapanus townsendii
12504,Accipiter cooperii
12505,Accipiter gentilis
12506,Accipiter striatus
12507,Aquila chrysaetos
12508,Buteo jamaicensis
12509,Buteo lagopus
12510,Buteo lineatus
12511,Circus cyaneus
12512,Elanus caeruleus
12513,Haliaeetus leucocephalus
12514,Cathartes aura
12515,Pandion haliaetus
12516,Aix sponsa
12517,Anas acuta
12518,Anas americana
12519,Anas clypeata
12520,Anas crecca
12521,Anas cyanoptera
12522,Anas discors
12523,Anas penelope
12524,Anas platyrhynchos
12525,Anas strepera
12526,Anser albifrons
12527,Aythya affinis
12528,Aythya americana
12529,Aythya collaris
12530,Aythya marila
12531,Aythya valisineria
12532,Branta bernicla
12533,Branta canadensis
12534,Bucephala albeola
12535,Bucephala clangula
12536,Bucephala islandica
12537,Cygnus columbianus
12538,Cygnus olor
12539,Histrionicus histrionicus
12540,Lophodytes cucullatus
12541,Melanitta fusca
12542,Melanitta perspicillata
12543,Mergus merganser
12544,Mergus serrator
12545,Oxyura jamaicensis
12546,Chaetura vauxi
12547,Cypseloides niger
12548,Calypte anna
12549,Selasphorus rufus
12550,Selasphorus sasin
12551,Chordeiles minor
12552,Brachyramphus marmoratus
12553,Cepphus columba
12554,Cerorhinca monocerata
12555,Fratercula cirrhata
12556,Ptychoramphus aleuticus
12557,Synthliboramphus antiquus
12558,Uria aalge
12559,Charadrius alexandrinus
12560,Charadrius montanus
12561,Charadrius semipalmatus
12562,Charadrius vociferus
12563,Pluvialis squatarola
12564,Haematopus bachmani
12565,Chlidonias niger
12566,Larus argentatus
12567,Larus canus
12568,Larus delawarensis
12569,Larus glaucescens
12570,Larus heermanni
12571,Larus hyperboreus
12572,Larus occidentalis
12573,Larus philadelphia
12574,Larus thayeri
12575,Rissa tridactyla
12576,Sterna caspia
12577,Sterna elegans
12578,Sterna hirundo
12579,Sterna paradisaea
12580,Xema sabini
12581,Recurvirostra americana
12582,Actitis macularia
12583,Aphriza virgata
12584,Arenaria interpres
12585,Arenaria melanocephala
12586,Bartramia longicauda
12587,Calidris acuminata
12588,Calidris alba
12589,Calidris alpina
12590,Calidris mauri
12591,Calidris minutilla
12592,Calidris ruficollis
12593,Catoptrophorus semipalmatus
12594,Gallinago gallinago
12595,Heteroscelus incanus
12596,Limosa fedoa
12597,Limosa haemastica
12598,Limosa lapponica
12599,Numenius americanus
12600,Numenius phaeopus
12601,Phalaropus fulicaria
12602,Phalaropus lobatus
12603,Philomachus pugnax
12604,Tringa flavipes
12605,Tringa melanoleuca
12606,Tringa solitaria
12607,Stercorarius pomarinus
12608,Columba fasciata
12609,Columba livia
12610,Zenaida macroura
12611,Ceryle alcyon
12612,Coccyzus americanus
12613,Falco columbarius
12614,Falco peregrinus
12615,Falco sparverius
12616,Callipepla californica
12617,Oreortyx pictus
12618,Bonasa umbellus
12619,Dendragapus obscurus
12620,Phasianus colchicus
12621,Gavia immer
12622,Gavia pacifica
12623,Gavia stellata
12624,Fulica americana
12625,Porzana carolina
12626,Rallus limicola
12627,Psaltriparus minimus
12628,Bombycilla cedrorum
12629,Bombycilla garrulus
12630,Calcarius lapponicus
12631,Calcarius ornatus
12632,Guiraca caerulea
12633,Passerina amoena
12634,Pheucticus melanocephalus
12635,Piranga ludoviciana
12636,Certhia americana
12637,Cinclus mexicanus
12638,Aphelocoma californica
12639,Corvus brachyrhynchos
12640,Corvus corax
12641,Cyanocitta stelleri
12642,Nucifraga columbiana
12643,Perisoreus canadensis
12644,Ammodramus savannarum
12645,Amphispiza belli
12646,Amphispiza bilineata
12647,Calamospiza melanocorys
12648,Junco hyemalis
12649,Melospiza georgiana
12650,Melospiza lincolnii
12651,Melospiza melodia
12652,Passerculus sandwichensis
12653,Passerella iliaca
12654,Pipilo crissalis
12655,Pipilo maculatus
12656,Pooecetes gramineus
12657,Spizella arborea
12658,Spizella breweri
12659,Spizella passerina
12660,Zonotrichia albicollis
12661,Zonotrichia atricapilla
12662,Zonotrichia leucophrys
12663,Zonotrichia querula
12664,Carduelis lawrencei
12665,Carduelis pinus
12666,Carduelis psaltria
12667,Carduelis tristis
12668,Carpodacus mexicanus
12669,Carpodacus purpureus
12670,Coccothraustes vespertinus
12671,Loxia curvirostra
12672,Hirundo pyrrhonota
12673,Hirundo rustica
12674,Progne subis
12675,Riparia riparia
12676,Stelgidopteryx serripennis
12677,Tachycineta bicolor
12678,Tachycineta thalassina
12679,Agelaius phoeniceus
12680,Dolichonyx oryzivorus
12681,Euphagus carolinus
12682,Euphagus cyanocephalus
12683,Icterus bullockii
12684,Icterus galbula
12685,Icterus spurius
12686,Molothrus ater
12687,Sturnella neglecta
12688,Xanthocephalus xanthocephalus
12689,Lanius excubitor
12690,Dumetella carolinensis
12691,Mimus polyglottos
12692,Anthus rubescens
12693,Parus atricapillus
12694,Parus rufescens
12695,Dendroica coronata
12696,Dendroica nigrescens
12697,Dendroica occidentalis
12698,Dendroica palmarum
12699,Dendroica petechia
12700,Dendroica townsendi
12701,Dendroica virens
12702,Geothlypis trichas
12703,Icteria virens
12704,Oporornis tolmiei
12705,Parula americana
12706,Protonotaria citrea
12707,Seiurus aurocapillus
12708,Setophaga ruticilla
12709,Vermivora celata
12710,Vermivora ruficapilla
12711,Wilsonia pusilla
12712,Passer domesticus
12713,Regulus calendula
12714,Regulus satrapa
12715,Sitta canadensis
12716,Sitta carolinensis
12717,Sturnus vulgaris
12718,Chamaea fasciata
12719,Catherpes mexicanus
12720,Cistothorus palustris
12721,Thryomanes bewickii
12722,Troglodytes aedon
12723,Troglodytes troglodytes
12724,Catharus guttatus
12725,Catharus ustulatus
12726,Ixoreus naevius
12727,Myadestes townsendi
12728,Sialia currucoides
12729,Sialia mexicana
12730,Turdus migratorius
12731,Contopus cooperi
12732,Contopus sordidulus
12733,Empidonax difficilis
12734,Empidonax hammondii
12735,Empidonax oberholseri
12736,Empidonax traillii
12737,Myiarchus cinerascens
12738,Sayornis nigricans
12739,Sayornis saya
12740,Tyrannus melancholicus
12741,Tyrannus tyrannus
12742,Tyrannus verticalis
12743,Vireo cassinii
12744,Vireo gilvus
12745,Vireo huttoni
12746,Ardea alba
12747,Ardea herodias
12748,Botaurus lentiginosus
12749,Bubulcus ibis
12750,Butorides virescens
12751,Casmerodius albus
12752,Egretta thula
12753,Nycticorax nycticorax
12754,Pelecanus erythrorhynchos
12755,Pelecanus occidentalis
12756,Colaptes auratus
12757,Dryocopus pileatus
12758,Melanerpes formicivorus
12759,Melanerpes lewis
12760,Picoides pubescens
12761,Picoides villosus
12762,Sphyrapicus ruber
12763,Sphyrapicus varius
12764,Aechmophorus clarkii
12765,Aechmophorus occidentalis
12766,Podiceps auritus
12767,Podiceps grisegena
12768,Podiceps nigricollis
12769,Podilymbus podiceps
12770,Diomedea nigripes
12771,Oceanodroma furcata
12772,Oceanodroma leucorhoa
12773,Fulmarus glacialis
12774,Puffinus griseus
12775,Puffinus tenuirostris
12776,Aegolius acadicus
12777,Asio flammeus
12778,Athene cunicularia
12779,Bubo virginianus
12780,Glaucidium gnoma
12781,Nyctea scandiaca
12782,Otus kennicottii
12783,Strix nebulosa
12784,Strix occidentalis
12785,Strix varia
12786,Tyto alba
12787,Fregata magnificens
12788,Phalacrocorax auritus
12789,Phalacrocorax pelagicus
12790,Phalacrocorax penicillatus
12791,Elgaria coerulea
12792,Elgaria multicarinata
12793,Charina bottae
12794,Coluber constrictor
12795,Contia tenuis
12796,Diadophis punctatus
12797,Lampropeltis getula
12798,Lampropeltis getula californiae
12799,Pituophis catenifer
12800,Thamnophis atratus
12801,Thamnophis atratus hydrophilus
12802,Thamnophis elegans
12803,Thamnophis elegans terrestris
12804,Thamnophis ordinoides
12805,Thamnophis sirtalis
12806,Thamnophis sirtalis fitchi
12807,Thamnophis sirtalis infernalis
12808,Sceloporus occidentalis
12809,Eumeces skiltonianus
12810,Eumeces skiltonianus skiltonianus
12811,Crotalus viridis
12812,Crotalus viridis oreganus
12813,Lepidochelys olivacea
12814,Clemmys marmorata
12815,Bufo boreas
12816,Hyla regilla
12817,Ascaphus truei
12818,Rana aurora
12819,Rana aurora aurora
12820,Rana boylii
12821,Rana catesbeiana
12822,Ambystoma gracile
12823,Dicamptodon tenebrosus
12824,Aneides flavipunctatus
12825,Aneides vagrans
12826,Batrachoseps attenuatus
12827,Ensatina eschscholtzii
12828,Ensatina eschscholtzii picta
12829,Plethodon dunni
12830,Plethodon elongatus
12831,Plethodon elongatus elongatus
12832,Rhyacotriton variegatus
12833,Taricha granulosa
12834,Antilocapra americana
12835,Bos taurus
12836,Ovis canadensis
12837,Alces alces
12838,Cervus elaphus
12839,Odocoileus hemionus
12840,Odocoileus virginianus
12841,Canis latrans
12842,Vulpes vulpes
12843,Lynx canadensis
12844,Lynx rufus
12845,Puma concolor
12846,Mephitis mephitis
12847,Spilogale gracilis
12848,Gulo gulo
12849,Lontra canadensis
12850,Martes americana
12851,Mustela erminea
12852,Mustela frenata
12853,Mustela vison
12854,Taxidea taxus
12855,Procyon lotor
12856,Ursus americanus
12857,Lasionycteris noctivagans
12858,Lasiurus cinereus
12859,Myotis evotis
12860,Myotis lucifugus
12861,Myotis volans
12862,Lepus americanus
12863,Lepus townsendii
12864,Sylvilagus nuttallii
12865,Ochotona princeps
12866,Castor canadensis
12867,Clethrionomys gapperi
12868,Microtus longicaudus
12869,Microtus montanus
12870,Neotoma cinerea
12871,Ondatra zibethicus
12872,Peromyscus maniculatus
12873,Peromyscus nasutus
12874,Phenacomys intermedius
12875,Zapus princeps
12876,Erethizon dorsatum
12877,Thomomys talpoides
12878,Marmota flaviventris
12879,Sciurus aberti
12880,Sciurus niger
12881,Spermophilus elegans
12882,Spermophilus lateralis
12883,Tamias minimus
12884,Tamias umbrinus
12885,Tamiasciurus hudsonicus
12886,Sorex cinereus
12887,Sorex hoyi
12888,Sorex monticolus
12889,Sorex nanus
12890,Sorex palustris
12891,Accipiter cooperii
12892,Accipiter gentilis
12893,Accipiter striatus
12894,Aquila chrysaetos
12895,Buteo jamaicensis
12896,Buteo jamaicensis harlani
12897,Buteo jamaicensis kriderii
12898,Buteo lagopus
12899,Buteo platypterus
12900,Buteo regalis
12901,Buteo swainsoni
12902,Circus cyaneus
12903,Haliaeetus leucocephalus
12904,Cathartes aura
12905,Pandion haliaetus
12906,Aix sponsa
12907,Anas acuta
12908,Anas americana
12909,Anas clypeata
12910,Anas crecca
12911,Anas cyanoptera
12912,Anas discors
12913,Anas platyrhynchos
12914,Anas strepera
12915,Anser albifrons
12916,Aythya affinis
12917,Aythya americana
12918,Aythya collaris
12919,Aythya valisineria
12920,Branta canadensis
12921,Bucephala albeola
12922,Bucephala islandica
12923,Mergus merganser
12924,Oxyura jamaicensis
12925,Aeronautes saxatalis
12926,Cypseloides niger
12927,Archilochus alexandri
12928,Archilochus colubris
12929,Selasphorus platycercus
12930,Selasphorus rufus
12931,Stellula calliope
12932,Chordeiles minor
12933,Phalaenoptilus nuttallii
12934,Charadrius vociferus
12935,Chlidonias niger
12936,Larus argentatus
12937,Larus californicus
12938,Larus delawarensis
12939,Larus philadelphia
12940,Larus pipixcan
12941,Sterna forsteri
12942,Recurvirostra americana
12943,Actitis macularia
12944,Calidris bairdii
12945,Calidris mauri
12946,Calidris minutilla
12947,Catoptrophorus semipalmatus
12948,Gallinago gallinago
12949,Limosa fedoa
12950,Numenius americanus
12951,Phalaropus lobatus
12952,Phalaropus tricolor
12953,Tringa flavipes
12954,Tringa melanoleuca
12955,Tringa solitaria
12956,Columba fasciata
12957,Columba livia
12958,Zenaida macroura
12959,Ceryle alcyon
12960,Falco columbarius
12961,Falco mexicanus
12962,Falco peregrinus
12963,Falco sparverius
12964,Dendragapus obscurus
12965,Lagopus leucurus
12966,Meleagris gallopavo
12967,Gavia immer
12968,Grus canadensis
12969,Fulica americana
12970,Gallinula chloropus
12971,Porzana carolina
12972,Rallus limicola
12973,Psaltriparus minimus
12974,Eremophila alpestris
12975,Bombycilla cedrorum
12976,Bombycilla garrulus
12977,Calcarius mccownii
12978,Passerina amoena
12979,Pheucticus ludovicianus
12980,Pheucticus melanocephalus
12981,Piranga flava
12982,Piranga ludoviciana
12983,Piranga olivacea
12984,Certhia americana
12985,Cinclus mexicanus
12986,Aphelocoma californica
12987,Corvus brachyrhynchos
12988,Corvus corax
12989,Cyanocitta cristata
12990,Cyanocitta stelleri
12991,Gymnorhinus cyanocephalus
12992,Nucifraga columbiana
12993,Perisoreus canadensis
12994,Pica pica
12995,Amphispiza belli
12996,Amphispiza bilineata
12997,Calamospiza melanocorys
12998,Chondestes grammacus
12999,Junco hyemalis
13000,Junco hyemalis caniceps
13001,Junco hyemalis mearnsi
13002,Junco hyemalis shufeldti
13003,Melospiza lincolnii
13004,Melospiza melodia
13005,Passerculus sandwichensis
13006,Passerella iliaca
13007,Pipilo chlorurus
13008,Pipilo maculatus
13009,Pooecetes gramineus
13010,Spizella arborea
13011,Spizella breweri
13012,Spizella pallida
13013,Spizella passerina
13014,Zonotrichia leucophrys
13015,Zonotrichia querula
13016,Carduelis flammea
13017,Carduelis pinus
13018,Carduelis psaltria
13019,Carduelis tristis
13020,Carpodacus cassinii
13021,Carpodacus mexicanus
13022,Coccothraustes vespertinus
13023,Leucosticte atrata
13024,Leucosticte australis
13025,Leucosticte tephrocotis
13026,Loxia curvirostra
13027,Loxia leucoptera
13028,Pinicola enucleator
13029,Hirundo pyrrhonota
13030,Hirundo rustica
13031,Stelgidopteryx serripennis
13032,Tachycineta bicolor
13033,Tachycineta thalassina
13034,Agelaius phoeniceus
13035,Dolichonyx oryzivorus
13036,Euphagus carolinus
13037,Euphagus cyanocephalus
13038,Icterus bullockii
13039,Icterus galbula
13040,Molothrus ater
13041,Quiscalus quiscula
13042,Sturnella neglecta
13043,Xanthocephalus xanthocephalus
13044,Lanius excubitor
13045,Lanius ludovicianus
13046,Dumetella carolinensis
13047,Mimus polyglottos
13048,Oreoscoptes montanus
13049,Toxostoma rufum
13050,Anthus rubescens
13051,Poecile atricapillus
13052,Poecile gambeli
13053,Dendroica caerulescens
13054,Dendroica castanea
13055,Dendroica coronata
13056,Dendroica coronata auduboni
13057,Dendroica coronata coronata
13058,Dendroica fusca
13059,Dendroica graciae
13060,Dendroica magnolia
13061,Dendroica nigrescens
13062,Dendroica palmarum
13063,Dendroica pensylvanica
13064,Dendroica petechia
13065,Dendroica tigrina
13066,Dendroica townsendi
13067,Dendroica virens
13068,Geothlypis trichas
13069,Helmitheros vermivorus
13070,Icteria virens
13071,Mniotilta varia
13072,Oporornis tolmiei
13073,Parula americana
13074,Seiurus aurocapillus
13075,Seiurus noveboracensis
13076,Setophaga ruticilla
13077,Vermivora celata
13078,Vermivora chrysoptera
13079,Vermivora peregrina
13080,Vermivora ruficapilla
13081,Vermivora virginiae
13082,Wilsonia citrina
13083,Wilsonia pusilla
13084,Passer domesticus
13085,Polioptila caerulea
13086,Regulus calendula
13087,Regulus satrapa
13088,Sitta canadensis
13089,Sitta carolinensis
13090,Sitta pygmaea
13091,Sturnus vulgaris
13092,Catherpes mexicanus
13093,Salpinctes obsoletus
13094,Thryomanes bewickii
13095,Troglodytes aedon
13096,Troglodytes troglodytes
13097,Catharus fuscescens
13098,Catharus guttatus
13099,Catharus ustulatus
13100,Hylocichla mustelina
13101,Ixoreus naevius
13102,Myadestes townsendi
13103,Sialia currucoides
13104,Sialia mexicana
13105,Sialia sialis
13106,Turdus migratorius
13107,Contopus borealis
13108,Contopus sordidulus
13109,Empidonax hammondii
13110,Empidonax minimus
13111,Empidonax oberholseri
13112,Empidonax occidentalis
13113,Empidonax traillii
13114,Myiarchus cinerascens
13115,Sayornis saya
13116,Tyrannus tyrannus
13117,Tyrannus verticalis
13118,Vireo cassinii
13119,Vireo gilvus
13120,Vireo griseus
13121,Vireo olivaceus
13122,Vireo plumbeus
13123,Ardea herodias
13124,Botaurus lentiginosus
13125,Egretta thula
13126,Ixobrychus exilis
13127,Nycticorax nycticorax
13128,Pelecanus erythrorhynchos
13129,Plegadis chihi
13130,Colaptes auratus
13131,Melanerpes erythrocephalus
13132,Melanerpes lewis
13133,Picoides pubescens
13134,Picoides tridactylus
13135,Picoides villosus
13136,Sphyrapicus nuchalis
13137,Sphyrapicus thyroideus
13138,Aechmophorus occidentalis
13139,Podiceps auritus
13140,Podiceps nigricollis
13141,Podilymbus podiceps
13142,Aegolius acadicus
13143,Aegolius funereus
13144,Asio otus
13145,Bubo virginianus
13146,Glaucidium gnoma
13147,Otus asio
13148,Otus flammeolus
13149,Thamnophis elegans
13150,Bufo boreas boreas
13151,Pseudacris maculata
13152,Rana sylvatica
13153,Ambystoma tigrinum
13154,Bos taurus
13155,Odocoileus hemionus
13156,Odocoileus virginianus
13157,Pecari tajacu
13158,Canis familiaris
13159,Canis latrans
13160,Urocyon cinereoargenteus
13161,Vulpes macrotis
13162,Felis silvestris
13163,Lynx rufus
13164,Puma concolor
13165,Conepatus mesoleucus
13166,Mephitis macroura
13167,Mephitis mephitis
13168,Spilogale putorius
13169,Taxidea taxus
13170,Bassariscus astutus
13171,Nasua narica
13172,Nasua nasua
13173,Procyon lotor
13174,Ursus americanus
13175,Nyctinomops femorosaccus
13176,Tadarida brasiliensis
13177,Choeronycteris mexicana
13178,Leptonycteris curasoae
13179,Leptonycteris yerbabuenae
13180,Macrotus californicus
13181,Antrozous pallidus
13182,Eptesicus fuscus
13183,Lasionycteris noctivagans
13184,Lasiurus blossevillii
13185,Lasiurus cinereus
13186,Myotis auriculus
13187,Myotis californicus
13188,Myotis leibii
13189,Myotis thysanodes
13190,Myotis velifer
13191,Myotis volans
13192,Myotis yumanensis
13193,Pipistrellus hesperus
13194,Plecotus townsendii
13195,Lepus alleni
13196,Lepus californicus
13197,Sylvilagus audubonii
13198,Castor canadensis
13199,Neotoma albigula
13200,Neotoma mexicana
13201,Onychomys torridus
13202,Peromyscus boylii
13203,Peromyscus eremicus
13204,Peromyscus leucopus
13205,Peromyscus maniculatus
13206,Reithrodontomys fulvescens
13207,Reithrodontomys megalotis
13208,Sigmodon arizonae
13209,Sigmodon ochrognathus
13210,Thomomys bottae
13211,Chaetodipus baileyi
13212,Chaetodipus intermedius
13213,Chaetodipus penicillatus
13214,Dipodomys merriami
13215,Perognathus amplus
13216,Ammospermophilus harrisii
13217,Sciurus aberti
13218,Sciurus arizonensis
13219,Spermophilus tereticaudus
13220,Spermophilus variegatus
13221,Tamias dorsalis
13222,Notiosorex crawfordi
13223,Accipiter cooperii
13224,Accipiter gentilis
13225,Accipiter striatus
13226,Aquila chrysaetos
13227,Buteo albonotatus
13228,Buteo jamaicensis
13229,Buteo nitidus
13230,Buteo swainsoni
13231,Buteogallus anthracinus
13232,Circus cyaneus
13233,Parabuteo unicinctus
13234,Cathartes aura
13235,Coragyps atratus
13236,Pandion haliaetus
13237,Anas platyrhynchos
13238,Lophodytes cucullatus
13239,Aeronautes saxatalis
13240,Chaetura vauxi
13241,Archilochus alexandri
13242,Calypte anna
13243,Calypte costae
13244,Cynanthus latirostris
13245,Eugenes fulgens
13246,Selasphorus platycercus
13247,Selasphorus rufus
13248,Stellula calliope
13249,Caprimulgus vociferus
13250,Chordeiles acutipennis
13251,Chordeiles minor
13252,Phalaenoptilus nuttallii
13253,Charadrius vociferus
13254,Actitis macularius
13255,Columba livia
13256,Columbina inca
13257,Columbina passerina
13258,Patagioenas fasciata
13259,Streptopelia decaocto
13260,Zenaida asiatica
13261,Zenaida macroura
13262,Megaceryle alcyon
13263,Coccyzus americanus
13264,Geococcyx californianus
13265,Caracara cheriway
13266,Falco columbarius
13267,Falco mexicanus
13268,Falco peregrinus
13269,Falco sparverius
13270,Callipepla gambelii
13271,Callipepla squamata
13272,Cyrtonyx montezumae
13273,Meleagris gallopavo
13274,Psaltriparus minimus
13275,Eremophila alpestris
13276,Bombycilla cedrorum
13277,Cardinalis cardinalis
13278,Cardinalis sinuatus
13279,Passerina amoena
13280,Passerina caerulea
13281,Passerina cyanea
13282,Passerina versicolor
13283,Pheucticus melanocephalus
13284,Piranga flava
13285,Piranga ludoviciana
13286,Piranga rubra
13287,Certhia americana
13288,Aphelocoma californica
13289,Aphelocoma ultramarina
13290,Corvus corax
13291,Cyanocitta stelleri
13292,Gymnorhinus cyanocephalus
13293,Nucifraga columbiana
13294,Aimophila carpalis
13295,Aimophila cassinii
13296,Aimophila ruficeps
13297,Amphispiza bilineata
13298,Calamospiza melanocorys
13299,Chondestes grammacus
13300,Junco hyemalis
13301,Junco phaeonotus
13302,Melospiza lincolnii
13303,Melospiza melodia
13304,Passerella iliaca
13305,Pipilo aberti
13306,Pipilo chlorurus
13307,Pipilo fuscus
13308,Pipilo maculatus
13309,Pooecetes gramineus
13310,Spizella atrogularis
13311,Spizella breweri
13312,Spizella passerina
13313,Zonotrichia leucophrys
13314,Carduelis lawrencei
13315,Carduelis pinus
13316,Carduelis psaltria
13317,Carpodacus cassinii
13318,Carpodacus mexicanus
13319,Carpodacus purpureus
13320,Coccothraustes vespertinus
13321,Loxia curvirostra
13322,Hirundo rustica
13323,Petrochelidon pyrrhonota
13324,Progne subis
13325,Stelgidopteryx serripennis
13326,Tachycineta bicolor
13327,Tachycineta thalassina
13328,Agelaius phoeniceus
13329,Euphagus cyanocephalus
13330,Icterus bullockii
13331,Icterus cucullatus
13332,Icterus parisorum
13333,Molothrus aeneus
13334,Molothrus ater
13335,Quiscalus mexicanus
13336,Sturnella magna
13337,Sturnella neglecta
13338,Xanthocephalus xanthocephalus
13339,Lanius ludovicianus
13340,Mimus polyglottos
