,sci_name
9531,Phrynosoma platyrhinos
9532,Sauromalus ater
9533,Sceloporus occidentalis longipes
9534,Sceloporus uniformis
9535,Uma scoparia
9536,Urosaurus graciosus
9537,Uta stansburiana
9538,Rena humilis
9539,Aspidoscelis tigris tigris
9540,Crotalus atrox
9541,Crotalus cerastes
9542,Crotalus cerastes cerastes
9543,Crotalus cerastes laterorepens
9544,Crotalus mitchellii
9545,Crotalus oreganus helleri
9546,Crotalus ruber
9547,Crotalus scutulatus
9548,Xantusia vigilis
9549,Gopherus agassizii
9550,Anaxyrus punctatus
9551,Pseudacris cadaverina
9552,Alces alces
9553,Rangifer tarandus
9554,Canis lupus
9555,Vulpes vulpes
9556,Lynx canadensis
9557,Enhydra lutris
9558,Gulo gulo
9559,Lontra canadensis
9560,Mustela erminea
9561,Mustela vison
9562,Callorhinus ursinus
9563,Eumetopias jubatus
9564,Phoca vitulina
9565,Ursus arctos
9566,Megaptera novaeangliae
9567,Orcinus orca
9568,Phocoena phocoena
9569,Myotis lucifugus
9570,Lepus americanus
9571,Castor canadensis
9572,Clethrionomys rutilus
9573,Microtus oeconomus
9574,Microtus pennsylvanicus
9575,Synaptomys borealis
9576,Zapus hudsonius
9577,Erethizon dorsatum
9578,Marmota caligata
9579,Spermophilus parryii
9580,Tamiasciurus hudsonicus
9581,Sorex cinereus
9582,Sorex hoyi
9583,Sorex monticolus
9584,Sorex tundrensis
9585,Accipiter gentilis
9586,Accipiter striatus
9587,Aquila chrysaetos
9588,Buteo lagopus
9589,Circus cyaneus
9590,Haliaeetus leucocephalus
9591,Pandion haliaetus
9592,Anas acuta
9593,Anas americana
9594,Anas clypeata
9595,Anas crecca
9596,Anas platyrhynchos
9597,Anas strepera
9598,Anser albifrons
9599,Aythya affinis
9600,Aythya americana
9601,Aythya marila
9602,Aythya valisineria
9603,Branta bernicla
9604,Branta canadensis
9605,Bucephala albeola
9606,Bucephala clangula
9607,Bucephala islandica
9608,Clangula hyemalis
9609,Cygnus columbianus
9610,Histrionicus histrionicus
9611,Lophodytes cucullatus
9612,Melanitta fusca
9613,Melanitta nigra
9614,Melanitta perspicillata
9615,Mergus merganser
9616,Mergus serrator
9617,Polysticta stelleri
9618,Somateria mollissima
9619,Somateria spectabilis
9620,Aethia psittacula
9621,Brachyramphus brevirostris
9622,Brachyramphus marmoratus
9623,Cepphus columba
9624,Cerorhinca monocerata
9625,Fratercula cirrhata
9626,Fratercula corniculata
9627,Synthliboramphus antiquus
9628,Uria aalge
9629,Uria lomvia
9630,Charadrius semipalmatus
9631,Pluvialis dominica
9632,Pluvialis fulva
9633,Pluvialis squatarola
9634,Haematopus bachmani
9635,Larus argentatus
9636,Larus canus
9637,Larus glaucescens
9638,Larus hyperboreus
9639,Larus philadelphia
9640,Onychoprion aleuticus
9641,Rissa tridactyla
9642,Sterna paradisaea
9643,Xema sabini
9644,Actitis macularius
9645,Aphriza virgata
9646,Arenaria interpres
9647,Arenaria melanocephala
9648,Calidris alpina
9649,Calidris bairdii
9650,Calidris mauri
9651,Calidris melanotos
9652,Calidris minutilla
9653,Calidris ptilocnemis
9654,Gallinago delicata
9655,Limnodromus griseus
9656,Limosa fedoa
9657,Limosa haemastica
9658,Numenius phaeopus
9659,Phalaropus lobatus
9660,Tringa flavipes
9661,Tringa incana
9662,Tringa melanoleuca
9663,Tringa solitaria
9664,Stercorarius longicaudus
9665,Stercorarius parasiticus
9666,Ceryle alcyon
9667,Falco columbarius
9668,Falco peregrinus
9669,Falco rusticolus
9670,Falco sparverius
9671,Falcipennis canadensis
9672,Lagopus lagopus
9673,Lagopus leucura
9674,Lagopus muta
9675,Gavia immer
9676,Gavia pacifica
9677,Gavia stellata
9678,Grus canadensis
9679,Eremophila alpestris
9680,Calcarius lapponicus
9681,Plectrophenax hyperboreus
9682,Plectrophenax nivalis
9683,Certhia americana
9684,Cinclus mexicanus
9685,Corvus caurinus
9686,Corvus corax
9687,Perisoreus canadensis
9688,Pica hudsonia
9689,Junco hyemalis
9690,Melospiza lincolnii
9691,Melospiza melodia
9692,Passerculus sandwichensis
9693,Passerella iliaca
9694,Spizella arborea
9695,Zonotrichia atricapilla
9696,Zonotrichia leucophrys
9697,Carduelis flammea
9698,Leucosticte tephrocotis
9699,Loxia curvirostra
9700,Loxia leucoptera
9701,Pinicola enucleator
9702,Riparia riparia
9703,Tachycineta bicolor
9704,Tachycineta thalassina
9705,Euphagus carolinus
9706,Lanius excubitor
9707,Anthus rubescens
9708,Poecile atricapillus
9709,Poecile hudsonica
9710,Dendroica coronata
9711,Dendroica petechia
9712,Dendroica striata
9713,Seiurus noveboracensis
9714,Vermivora celata
9715,Wilsonia pusilla
9716,Phylloscopus borealis
9717,Regulus calendula
9718,Regulus satrapa
9719,Sitta canadensis
9720,Troglodytes troglodytes
9721,Catharus guttatus
9722,Catharus minimus
9723,Catharus ustulatus
9724,Ixoreus naevius
9725,Turdus migratorius
9726,Contopus cooperi
9727,Empidonax alnorum
9728,Sayornis saya
9729,Colaptes auratus
9730,Picoides dorsalis
9731,Picoides pubescens
9732,Picoides tridactylus
9733,Podiceps auritus
9734,Podiceps grisegena
9735,Oceanodroma furcata
9736,Aegolius acadicus
9737,Asio flammeus
9738,Bubo scandiacus
9739,Bubo virginianus
9740,Strix nebulosa
9741,Surnia ulula
9742,Phalacrocorax auritus
9743,Phalacrocorax pelagicus
9744,Phalacrocorax urile
9745,Rana sylvatica
9746,Oreamnos americanus
9747,Alces alces
9748,Canis latrans
9749,Canis lupus
9750,Enhydra lutris
9751,Gulo gulo
9752,Lontra canadensis
9753,Martes americana
9754,Mustela erminea
9755,Mustela vison
9756,Eumetopias jubatus
9757,Phoca vitulina
9758,Ursus americanus
9759,Ursus arctos
9760,Balaenoptera acutorostrata
9761,Balaenoptera physalus
9762,Megaptera novaeangliae
9763,Orcinus orca
9764,Eschrichtius robustus
9765,Phocoena phocoena
9766,Phocoenoides dalli
9767,Lepus americanus
9768,Castor canadensis
9769,Clethrionomys rutilus
9770,Microtus oeconomus
9771,Erethizon dorsatum
9772,Marmota caligata
9773,Tamiasciurus hudsonicus
9774,Sorex cinereus
9775,Sorex monticolus
9776,Accipiter gentilis
9777,Accipiter striatus
9778,Aquila chrysaetos
9779,Buteo lagopus
9780,Circus cyaneus
9781,Haliaeetus leucocephalus
9782,Anas acuta
9783,Anas americana
9784,Anas clypeata
9785,Anas crecca
9786,Anas penelope
9787,Anas platyrhynchos
9788,Anas strepera
9789,Anser albifrons
9790,Aythya collaris
9791,Aythya marila
9792,Aythya valisineria
9793,Branta bernicla
9794,Branta canadensis
9795,Bucephala albeola
9796,Bucephala clangula
9797,Bucephala islandica
9798,Clangula hyemalis
9799,Cygnus buccinator
9800,Cygnus columbianus
9801,Histrionicus histrionicus
9802,Mergus merganser
9803,Mergus serrator
9804,Selasphorus rufus
9805,Brachyramphus brevirostris
9806,Brachyramphus marmoratus
9807,Cepphus columba
9808,Fratercula cirrhata
9809,Fratercula corniculata
9810,Uria aalge
9811,Uria lomvia
9812,Charadrius semipalmatus
9813,Pluvialis dominica
9814,Pluvialis squatarola
9815,Haematopus bachmani
9816,Larus argentatus
9817,Larus canus
9818,Larus glaucescens
9819,Larus hyperboreus
9820,Larus philadelphia
9821,Larus ridibundus
9822,Rissa tridactyla
9823,Sterna aleutica
9824,Sterna paradisaea
9825,Actitis macularia
9826,Aphriza virgata
9827,Arenaria interpres
9828,Arenaria melanocephala
9829,Calidris alpina
9830,Calidris mauri
9831,Calidris melanotos
9832,Calidris minutilla
9833,Calidris ptilocnemis
9834,Calidris pusilla
9835,Gallinago delicata
9836,Heteroscelus incanus
9837,Limnodromus griseus
9838,Limosa fedoa
9839,Numenius phaeopus
9840,Phalaropus fulicaria
9841,Phalaropus lobatus
9842,Tringa flavipes
9843,Tringa melanoleuca
9844,Tringa solitaria
9845,Stercorarius parasiticus
9846,Ceryle alcyon
9847,Falco columbarius
9848,Falco peregrinus
9849,Falco peregrinus pealei
9850,Falco rusticolus
9851,Falcipennis canadensis
9852,Lagopus lagopus
9853,Lagopus leucura
9854,Lagopus muta
9855,Grus canadensis
9856,Bombycilla garrulus
9857,Plectrophenax nivalis
9858,Certhia americana
9859,Cinclus mexicanus
9860,Corvus caurinus
9861,Corvus corax
9862,Cyanocitta stelleri
9863,Perisoreus canadensis
9864,Pica hudsonia
9865,Junco hyemalis
9866,Melospiza lincolnii
9867,Melospiza melodia
9868,Passerculus sandwichensis
9869,Passerella iliaca
9870,Spizella arborea
9871,Zonotrichia atricapilla
9872,Zonotrichia leucophrys
9873,Carduelis flammea
9874,Carduelis pinus
9875,Fringilla montifringilla
9876,Leucosticte tephrocotis
9877,Loxia curvirostra
9878,Loxia leucoptera
9879,Pinicola enucleator
9880,Riparia riparia
9881,Tachycineta bicolor
9882,Tachycineta thalassina
9883,Euphagus carolinus
9884,Lanius excubitor
9885,Anthus rubescens
9886,Poecile atricapillus
9887,Poecile hudsonica
9888,Poecile rufescens
9889,Dendroica coronata
9890,Dendroica petechia
9891,Dendroica striata
9892,Dendroica townsendi
9893,Seiurus noveboracensis
9894,Vermivora celata
9895,Wilsonia pusilla
9896,Regulus calendula
9897,Regulus satrapa
9898,Sitta canadensis
9899,Sturnus vulgaris
9900,Troglodytes troglodytes
9901,Catharus guttatus
9902,Catharus minimus
9903,Catharus ustulatus
9904,Ixoreus naevius
9905,Myadestes townsendi
9906,Turdus migratorius
9907,Contopus cooperi
9908,Contopus sordidulus
9909,Empidonax alnorum
9910,Ardea herodias
9911,Colaptes auratus
9912,Picoides arcticus
9913,Picoides pubescens
9914,Picoides villosus
9915,Bubo virginianus
9916,Phalacrocorax auritus
9917,Phalacrocorax pelagicus
9918,Phalacrocorax urile
9919,Ovibos moschatus
9920,Alces alces
9921,Rangifer tarandus
9922,Canis lupus
9923,Vulpes vulpes
9924,Lynx canadensis
9925,Gulo gulo
9926,Mustela nivalis
9927,Mustela vison
9928,Ursus americanus
9929,Ursus arctos
9930,Lepus americanus
9931,Castor canadensis
9932,Clethrionomys rutilus
9933,Dicrostonyx groenlandicus
9934,Lemmus trimucronatus
9935,Microtus miurus
9936,Microtus oeconomus
9937,Microtus xanthognathus
9938,Erethizon dorsatum
9939,Spermophilus parryii
9940,Tamiasciurus hudsonicus
9941,Sorex cinereus
9942,Sorex hoyi
9943,Sorex monticolus
9944,Sorex tundrensis
9945,Sorex ugyunak
9946,Sorex yukonicus
9947,Accipiter gentilis
9948,Accipiter striatus
9949,Aquila chrysaetos
9950,Buteo lagopus
9951,Circus cyaneus
9952,Pandion haliaetus
9953,Anas acuta
9954,Anas americana
9955,Anas clypeata
9956,Anas crecca
9957,Anas platyrhynchos
9958,Anser albifrons
9959,Aythya affinis
9960,Aythya marila
9961,Aythya valisineria
9962,Branta canadensis
9963,Chen caerulescens
9964,Clangula hyemalis
9965,Cygnus columbianus
9966,Histrionicus histrionicus
9967,Melanitta nigra
9968,Melanitta perspicillata
9969,Mergus serrator
9970,Charadrius semipalmatus
9971,Pluvialis dominica
9972,Larus argentatus
9973,Larus canus
9974,Larus hyperboreus
9975,Larus philadelphia
9976,Sterna paradisaea
9977,Actitis macularia
9978,Aphriza virgata
9979,Calidris alba
9980,Calidris bairdii
9981,Calidris melanotos
9982,Calidris minutilla
9983,Calidris pusilla
9984,Gallinago gallinago
9985,Heteroscelus incanus
9986,Limnodromus scolopaceus
9987,Numenius phaeopus
9988,Phalaropus lobatus
9989,Tringa flavipes
9990,Tringa solitaria
9991,Stercorarius longicaudus
9992,Stercorarius pomarinus
9993,Ceryle alcyon
9994,Falco columbarius
9995,Falco rusticolus
9996,Falco sparverius
9997,Dendragapus canadensis
9998,Lagopus lagopus
9999,Lagopus mutus
10000,Gavia immer
10001,Gavia pacifica
10002,Gavia stellata
10003,Grus canadensis
10004,Bombycilla garrulus
10005,Calcarius lapponicus
10006,Plectrophenax nivalis
10007,Cinclus mexicanus
10008,Corvus corax
10009,Perisoreus canadensis
10010,Junco hyemalis
10011,Melospiza lincolnii
10012,Passerculus sandwichensis
10013,Passerella iliaca
10014,Spizella arborea
10015,Zonotrichia atricapilla
10016,Zonotrichia leucophrys
10017,Carduelis flammea
10018,Carduelis hornemanni
10019,Loxia leucoptera
10020,Pinicola enucleator
10021,Hirundo pyrrhonota
10022,Riparia riparia
10023,Tachycineta bicolor
10024,Euphagus carolinus
10025,Lanius excubitor
10026,Anthus rubescens
10027,Motacilla flava
10028,Oenanthe oenanthe
10029,Parus atricapillus
10030,Parus cinctus
10031,Parus hudsonicus
10032,Dendroica coronata
10033,Dendroica petechia
10034,Dendroica striata
10035,Seiurus noveboracensis
10036,Vermivora celata
10037,Wilsonia pusilla
10038,Phylloscopus borealis
10039,Regulus calendula
10040,Catharus minimus
10041,Catharus ustulatus
10042,Ixoreus naevius
10043,Turdus migratorius
10044,Contopus borealis
10045,Empidonax alnorum
10046,Sayornis saya
10047,Colaptes auratus
10048,Picoides tridactylus
10049,Podiceps auritus
10050,Podiceps grisegena
10051,Aegolius funereus
10052,Asio flammeus
10053,Bubo virginianus
10054,Nyctea scandiaca
10055,Surnia ulula
10056,Rana sylvatica
10057,Ovis dalli
10058,Alces alces
10059,Rangifer tarandus
10060,Canis latrans
10061,Canis lupus
10062,Vulpes vulpes
10063,Lynx canadensis
10064,Enhydra lutris
10065,Gulo gulo
10066,Martes americana
10067,Mustela erminea
10068,Phoca vitulina
10069,Ursus americanus
10070,Ursus arctos
10071,Orcinus orca
10072,Delphinapterus leucas
10073,Phocoena phocoena
10074,Myotis lucifugus
10075,Lepus americanus
10076,Ochotona collaris
10077,Castor canadensis
10078,Clethrionomys rutilus
10079,Microtus miurus
10080,Microtus oeconomus
10081,Microtus pennsylvanicus
10082,Ondatra zibethicus
10083,Synaptomys borealis
10084,Zapus hudsonius
10085,Erethizon dorsatum
10086,Marmota caligata
10087,Spermophilus parryii
10088,Tamiasciurus hudsonicus
10089,Sorex cinereus
10090,Sorex monticolus
10091,Sorex tundrensis
10092,Sorex yukonicus
10093,Accipiter gentilis
10094,Accipiter striatus
10095,Aquila chrysaetos
10096,Buteo lagopus
10097,Circus cyaneus
10098,Haliaeetus leucocephalus
10099,Pandion haliaetus
10100,Anas acuta
10101,Anas americana
10102,Anas clypeata
10103,Anas crecca
10104,Anas discors
10105,Anas penelope
10106,Anas platyrhynchos
10107,Anser albifrons
10108,Aythya affinis
10109,Aythya americana
10110,Aythya collaris
10111,Aythya marila
10112,Aythya valisineria
10113,Branta bernicla
10114,Branta canadensis
10115,Bucephala albeola
10116,Bucephala clangula
10117,Bucephala islandica
10118,Chen caerulescens
10119,Chen canagica
10120,Clangula hyemalis
10121,Cygnus buccinator
10122,Cygnus columbianus
10123,Histrionicus histrionicus
10124,Melanitta fusca
10125,Melanitta nigra
10126,Melanitta perspicillata
10127,Mergus merganser
10128,Mergus serrator
10129,Somateria mollissima
10130,Selasphorus rufus
10131,Brachyramphus brevirostris
10132,Brachyramphus marmoratus
10133,Cepphus columba
10134,Fratercula cirrhata
10135,Fratercula corniculata
10136,Uria aalge
10137,Charadrius semipalmatus
10138,Pluvialis dominica
10139,Pluvialis fulva
10140,Pluvialis squatarola
10141,Haematopus bachmani
10142,Larus argentatus
10143,Larus canus
10144,Larus glaucescens
10145,Larus philadelphia
10146,Rissa tridactyla
10147,Sterna paradisaea
10148,Actitis macularius
10149,Aphriza virgata
10150,Arenaria melanocephala
10151,Calidris alba
10152,Calidris alpina
10153,Calidris bairdii
10154,Calidris canutus
10155,Calidris mauri
10156,Calidris melanotos
10157,Calidris minutilla
10158,Calidris ptilocnemis
10159,Calidris pusilla
10160,Gallinago delicata
10161,Limnodromus griseus
10162,Limnodromus scolopaceus
10163,Limosa haemastica
10164,Limosa lapponica
10165,Numenius phaeopus
10166,Phalaropus lobatus
10167,Tringa flavipes
10168,Tringa incana
10169,Tringa melanoleuca
10170,Tringa solitaria
10171,Stercorarius longicaudus
10172,Stercorarius pomarinus
10173,Ceryle alcyon
10174,Falco columbarius
10175,Falco peregrinus
10176,Falco rusticolus
10177,Falco sparverius
10178,Falcipennis canadensis
10179,Lagopus lagopus
10180,Lagopus leucura
10181,Lagopus muta
10182,Gavia immer
10183,Gavia pacifica
10184,Gavia stellata
10185,Grus canadensis
10186,Fulica americana
10187,Eremophila alpestris
10188,Bombycilla garrulus
10189,Calcarius lapponicus
10190,Plectrophenax nivalis
10191,Certhia americana
10192,Cinclus mexicanus
10193,Corvus corax
10194,Cyanocitta stelleri
10195,Perisoreus canadensis
10196,Pica hudsonia
10197,Junco hyemalis
10198,Melospiza lincolnii
10199,Melospiza melodia
10200,Passerculus sandwichensis
10201,Passerella iliaca
10202,Spizella arborea
10203,Zonotrichia atricapilla
10204,Zonotrichia leucophrys
10205,Carduelis flammea
10206,Carduelis hornemanni
10207,Carduelis pinus
10208,Leucosticte tephrocotis
10209,Loxia leucoptera
10210,Pinicola enucleator
10211,Petrochelidon pyrrhonota
10212,Riparia riparia
10213,Tachycineta bicolor
10214,Tachycineta thalassina
10215,Euphagus carolinus
10216,Lanius excubitor
10217,Anthus rubescens
10218,Motacilla tschutschensis
10219,Oenanthe oenanthe
10220,Poecile atricapillus
10221,Poecile hudsonica
10222,Dendroica coronata
10223,Dendroica petechia
10224,Dendroica striata
10225,Seiurus noveboracensis
10226,Vermivora celata
10227,Wilsonia pusilla
10228,Regulus calendula
10229,Regulus satrapa
10230,Catharus guttatus
10231,Catharus minimus
10232,Catharus ustulatus
10233,Ixoreus naevius
10234,Turdus migratorius
10235,Contopus cooperi
10236,Empidonax alnorum
10237,Sayornis saya
10238,Colaptes auratus
10239,Picoides dorsalis
10240,Picoides pubescens
10241,Picoides tridactylus
10242,Picoides villosus
10243,Podiceps auritus
10244,Podiceps grisegena
10245,Aegolius acadicus
10246,Asio flammeus
10247,Bubo virginianus
10248,Surnia ulula
10249,Phalacrocorax auritus
10250,Phalacrocorax pelagicus
10251,Rana sylvatica
10252,Clethrionomys californicus mazama
10253,Erethizon dorsatum epixanthum
10254,Lutra canadensis brevipilosus
10255,Spermophilus beldingi oregonus
10256,Spermophilus lateralis chrysodeirus
10257,Odocoileus hemionus
10258,Canis latrans lestes
10259,Urocyon cinereoargenteus
10260,Vulpes vulpes necator
10261,Lynx rufus
10262,Puma concolor
10263,Mephitis mephitis
10264,Martes americana sierrae
10265,Mustela erminea muricus
10266,Mustela frenata
10267,Mustela vison
10268,Taxidea taxus neglecta
10269,Procyon lotor
10270,Ursus americanus
10271,Eptesicus fuscus bernardinus
10272,Lasionycteris noctivagans
10273,Lasiurus cinereus
10274,Myotis californicus californicus
10275,Myotis evotis
10276,Myotis lucifugus carissima
10277,Myotis thysanodes
10278,Myotis volans interior
10279,Myotis yumanensis
10280,Didelphis virginiana
10281,Lepus americanus
10282,Lepus californicus
10283,Ochotona princeps schisticeps
10284,Aplodontia rufa californica
10285,Castor canadensis
10286,Microtus californicus
10287,Microtus longicaudus sierrae
10288,Microtus montanus montanus
10289,Neotoma cinerea alticola
10290,Ondatra zibethicus
10291,Peromyscus maniculatus gambelii
10292,Zapus princeps pacificus
10293,Thomomys monticola
10294,Glaucomys sabrinus lascivus
10295,Marmota flaviventris
10296,Sciurus griseus
10297,Spermophilus beecheyi
10298,Tamias amoenus amoenus
10299,Tamias senex senex
10300,Tamias speciosus frater
10301,Tamiasciurus douglasii albolimbatus
10302,Sorex palustris navigator
10303,Sorex preblei
10304,Sorex tenellus
10305,Sorex trowbridgii mariposae
10306,Sorex vagrans vagrans
10307,Neurotrichus gibbsii gibbsii
10308,Scapanus latimanus dilatus
10309,Dendroica aestiva brewsteri
10310,Accipiter cooperii
10311,Accipiter gentilis
10312,Accipiter striatus
10313,Aquila chrysaetos
10314,Buteo jamaicensis
10315,Haliaeetus leucocephalus
10316,Cathartes aura
10317,Pandion haliaetus
10318,Aix sponsa
10319,Anas acuta
10320,Anas americana
10321,Anas clypeata
10322,Anas crecca
10323,Anas platyrhynchos
10324,Aythya affinis
10325,Aythya collaris
10326,Aythya valisineria
10327,Branta canadensis
10328,Bucephala albeola
10329,Bucephala clangula
10330,Cygnus columbianus
10331,Mergus merganser
10332,Oxyura jamaicensis
10333,Aeronautes saxatalis
10334,Calypte anna
10335,Selasphorus rufus
10336,Selasphorus sasin
10337,Stellula calliope
10338,Chordeiles minor
10339,Phalaenoptilus nuttallii
10340,Charadrius vociferus
10341,Larus californicus
10342,Larus delawarensis
10343,Sterna caspia
