,Park Name,Category,Order,Family,Scientific Name,Common Names
14592,Voyageurs National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl
14593,Voyageurs National Park,Bird,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl
14594,Voyageurs National Park,Bird,Strigiformes,Strigidae,Nyctea scandiaca,Snowy Owl
14595,Voyageurs National Park,Bird,Strigiformes,Strigidae,Strix nebulosa,Great Gray Owl
14596,Voyageurs National Park,Bird,Strigiformes,Strigidae,Strix varia,Barred Owl
14597,Voyageurs National Park,Bird,Strigiformes,Strigidae,Surnia ulula,Northern Hawk Owl
14598,Voyageurs National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant
14599,Voyageurs National Park,Reptile,Squamata,Colubridae,Storeria occipitomaculata occipitomaculata,"Northern Red-Bellied Snake, Northern Redbelly Snake"
14600,Voyageurs National Park,Reptile,Squamata,Colubridae,Thamnophis sirtalis sirtalis,"Common Garter Snake, Eastern Garter Snake"
14601,Voyageurs National Park,Reptile,Testudines,Chelydridae,Chelydra serpentina serpentina,"Common Snapping Turtle, Eastern Snapping Turtle"
14602,Voyageurs National Park,Reptile,Testudines,Emydidae,Chrysemys picta bellii,Western Painted Turtle
14603,Voyageurs National Park,Amphibian,Anura,Bufonidae,Bufo americanus americanus,Eastern American Toad
14604,Voyageurs National Park,Amphibian,Anura,Hylidae,Hyla versicolor,Gray Treefrog
14605,Voyageurs National Park,Amphibian,Anura,Hylidae,Pseudacris crucifer crucifer,Northern Spring Peeper
14606,Voyageurs National Park,Amphibian,Anura,Hylidae,Pseudacris maculata,Boreal Chorus Frog
14607,Voyageurs National Park,Amphibian,Anura,Ranidae,Rana clamitans melanota,Northern Green Frog
14608,Voyageurs National Park,Amphibian,Anura,Ranidae,Rana pipiens,Northern Leopard Frog
14609,Voyageurs National Park,Amphibian,Anura,Ranidae,Rana septentrionalis,Mink Frog
14610,Voyageurs National Park,Amphibian,Anura,Ranidae,Rana sylvatica,Wood Frog
14611,Voyageurs National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma laterale,Blue-Spotted Salamander
14612,Voyageurs National Park,Amphibian,Caudata,Salamandridae,Notophthalmus viridescens louisianensis,Central Newt
14613,Wind Cave National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,"Antelope, Pronghorn, Pronghorn Antelope, Pronghorns"
14614,Wind Cave National Park,Mammal,Artiodactyla,Bovidae,Bos bison,"American Bison, Bison"
14615,Wind Cave National Park,Mammal,Artiodactyla,Cervidae,Cervus elaphus,Elk
14616,Wind Cave National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,Mule Deer
14617,Wind Cave National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer
14618,Wind Cave National Park,Mammal,Carnivora,Canidae,Canis latrans,"Coyote, Coyotes"
14619,Wind Cave National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox
14620,Wind Cave National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat
14621,Wind Cave National Park,Mammal,Carnivora,Felidae,Puma concolor,"Cougar, Mountain Lion, Puma"
14622,Wind Cave National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,"Skunk, Striped Skunk"
14623,Wind Cave National Park,Mammal,Carnivora,Mustelidae,Mustela erminea,Ermine
14624,Wind Cave National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,Weasels
14625,Wind Cave National Park,Mammal,Carnivora,Mustelidae,Mustela nigripes,Black-Footed Ferret
14626,Wind Cave National Park,Mammal,Carnivora,Mustelidae,Mustela vison,"American Mink, Mink"
14627,Wind Cave National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,Badger
14628,Wind Cave National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,"Raccoon, Racoon"
14629,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus townsendii,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat"
14630,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat
14631,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat"
14632,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,"Eastern Red Bat, Eastern Red Bat, Red Bat"
14633,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,"Hoary Bat, Hoary Bat"
14634,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis"
14635,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Myotis
14636,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Myotis septentrionalis,"Northern Long-Eared Bat, Northern Myotis, Northern Myotis"
14637,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,"Fringed Myotis, Fringed Myotis"
14638,Wind Cave National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis"
14639,Wind Cave National Park,Mammal,Lagomorpha,Leporidae,Lepus townsendii,Whitetail Jackrabbit
14640,Wind Cave National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,Desert Cottontail
14641,Wind Cave National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail
14642,Wind Cave National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus nuttallii,"Mountain Cottontail, Nuttall's Cottontail"
14643,Wind Cave National Park,Mammal,Rodentia,Cricetidae,Clethrionomys gapperi,Southern Red-Backed Vole
14644,Wind Cave National Park,Mammal,Rodentia,Cricetidae,Microtus ochrogaster,Prairie Vole
14645,Wind Cave National Park,Mammal,Rodentia,Cricetidae,Microtus pennsylvanicus,Meadow Vole
14646,Wind Cave National Park,Mammal,Rodentia,Cricetidae,Neotoma cinerea,"Bushy Woodrat, Bushytail Woodrat, Bushy-Tailed Woodrat"
14647,Wind Cave National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Muskrat
14648,Wind Cave National Park,Mammal,Rodentia,Cricetidae,Peromyscus leucopus,White-Footed Mouse
14649,Wind Cave National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse
14650,Wind Cave National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse
14651,Wind Cave National Park,Mammal,Rodentia,Dipodidae,Zapus hudsonius,Meadow Jumping Mouse
14652,Wind Cave National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,"Porcupine, Porcupines"
14653,Wind Cave National Park,Mammal,Rodentia,Geomyidae,Thomomys talpoides,Northern Pocket Gopher
14654,Wind Cave National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus hispidus,Hispid Pocket Mouse
14655,Wind Cave National Park,Mammal,Rodentia,Heteromyidae,Perognathus fasciatus,Olive-Backed Pocket Mouse
14656,Wind Cave National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse
14657,Wind Cave National Park,Mammal,Rodentia,Sciuridae,Cynomys ludovicianus,"Blacktail Prairie Dog, Praire Dog, Prairie Dog"
14658,Wind Cave National Park,Mammal,Rodentia,Sciuridae,Glaucomys sabrinus,Flying Squirrel
14659,Wind Cave National Park,Mammal,Rodentia,Sciuridae,Marmota flaviventris,Yellow-Bellied Marmot
14660,Wind Cave National Park,Mammal,Rodentia,Sciuridae,Sciurus niger,"Eastern Fox Squirrel, Fox Squirrel"
14661,Wind Cave National Park,Mammal,Rodentia,Sciuridae,Spermophilus tridecemlineatus,"13 Lined Ground Squirrel, Thriteen Lined Ground Squirrel"
14662,Wind Cave National Park,Mammal,Rodentia,Sciuridae,Tamias minimus,Least Chipmunk
14663,Wind Cave National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel
14664,Wind Cave National Park,Mammal,Soricomorpha,Soricidae,Cryptotis parva,"Bee Shrew, Least Shrew, Little Short-Tailed Shrew, North American Least Shrew, Small Short-Tailed Shrew"
14665,Wind Cave National Park,Mammal,Soricomorpha,Soricidae,Sorex haydeni,"Hayden's Shrew, Prairie Shrew"
14666,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk
14667,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Accipiter gentilis,"Goshawk, Northern Goshawk"
14668,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk
14669,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle
14670,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk
14671,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,"Roughleg, Rough-Legged Buzzard, Rough-Legged Hawk"
14672,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Buteo regalis,Ferruginous Hawk
14673,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Buteo swainsoni,Swainson's Hawk
14674,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier
14675,Wind Cave National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle
14676,Wind Cave National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture
14677,Wind Cave National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey
14678,Wind Cave National Park,Bird,Anseriformes,Anatidae,Aix sponsa,Wood Duck
14679,Wind Cave National Park,Bird,Anseriformes,Anatidae,Anas acuta,Northern Pintail
14680,Wind Cave National Park,Bird,Anseriformes,Anatidae,Anas americana,American Wigeon
14681,Wind Cave National Park,Bird,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler
14682,Wind Cave National Park,Bird,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal
14683,Wind Cave National Park,Bird,Anseriformes,Anatidae,Anas cyanoptera,Cinnamon Teal
14684,Wind Cave National Park,Bird,Anseriformes,Anatidae,Anas discors,Blue-Winged Teal
14685,Wind Cave National Park,Bird,Anseriformes,Anatidae,Anas platyrhynchos,"Mallard, Mallards"
14686,Wind Cave National Park,Bird,Anseriformes,Anatidae,Anas strepera,Gadwall
14687,Wind Cave National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup
14688,Wind Cave National Park,Bird,Anseriformes,Anatidae,Aythya americana,Redhead
14689,Wind Cave National Park,Bird,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck
14690,Wind Cave National Park,Bird,Anseriformes,Anatidae,Branta canadensis,"Canada Geese, Canada Goose, Canadian Geese"
14691,Wind Cave National Park,Bird,Anseriformes,Anatidae,Bucephala albeola,Bufflehead
14692,Wind Cave National Park,Bird,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye
14693,Wind Cave National Park,Bird,Anseriformes,Anatidae,Chen caerulescens,Snow Goose
14694,Wind Cave National Park,Bird,Anseriformes,Anatidae,Chen rossii,"Ross' Goose, Ross's Goose"
14695,Wind Cave National Park,Bird,Apodiformes,Apodidae,Aeronautes saxatalis,White-Throated Swift
14696,Wind Cave National Park,Bird,Apodiformes,Trochilidae,Archilochus colubris,Ruby-Throated Hummingbird
14697,Wind Cave National Park,Bird,Apodiformes,Trochilidae,Selasphorus platycercus,Broad-Tailed Hummingbird
14698,Wind Cave National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird
14699,Wind Cave National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk
14700,Wind Cave National Park,Bird,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill
14701,Wind Cave National Park,Bird,Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover
14702,Wind Cave National Park,Bird,Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer
14703,Wind Cave National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern
14704,Wind Cave National Park,Bird,Charadriiformes,Laridae,Larus delawarensis,Ring-Billed Gull
14705,Wind Cave National Park,Bird,Charadriiformes,Laridae,Larus philadelphia,Bonaparte's Gull
14706,Wind Cave National Park,Bird,Charadriiformes,Laridae,Larus pipixcan,Franklin's Gull
14707,Wind Cave National Park,Bird,Charadriiformes,Recurvirostridae,Recurvirostra americana,American Avocet
14708,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Actitis macularius,Spotted Sandpiper
14709,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper
14710,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Catoptrophorus semipalmatus,Willet
14711,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Gallinago delicata,Wilson's Snipe
14712,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Limnodromus scolopaceus,Long-Billed Dowitcher
14713,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit
14714,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Numenius americanus,Long-Billed Curlew
14715,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus lobatus,Red-Necked Phalarope
14716,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope
14717,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs
14718,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs
14719,Wind Cave National Park,Bird,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper
14720,Wind Cave National Park,Bird,Columbiformes,Columbidae,Columba livia,Rock Pigeon (Feral Pigeon)  Rock Dove
14721,Wind Cave National Park,Bird,Columbiformes,Columbidae,Streptopelia decaocto,Eurasian Collared-Dove
14722,Wind Cave National Park,Bird,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove
14723,Wind Cave National Park,Bird,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher
14724,Wind Cave National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo
14725,Wind Cave National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin
14726,Wind Cave National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,"Prairie Falcon, Prairie Falcons"
14727,Wind Cave National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon
14728,Wind Cave National Park,Bird,Falconiformes,Falconidae,Falco sparverius,American Kestrel
14729,Wind Cave National Park,Bird,Galliformes,Odontophoridae,Colinus virginianus,Northern Bobwhite
14730,Wind Cave National Park,Bird,Galliformes,Phasianidae,Meleagris gallopavo,"Turkey, Wild Turkey"
14731,Wind Cave National Park,Bird,Galliformes,Phasianidae,Perdix perdix,"Gray Partridge, Grey Partridge"
14732,Wind Cave National Park,Bird,Galliformes,Phasianidae,Phasianus colchicus,"Common Pheasant, Ring-Necked Pheasant"
14733,Wind Cave National Park,Bird,Galliformes,Phasianidae,Tympanuchus phasianellus,Sharp-Tailed Grouse
14734,Wind Cave National Park,Bird,Gruiformes,Gruidae,Grus canadensis,"Sandhill Crane, Sandhill Cranes"
14735,Wind Cave National Park,Bird,Gruiformes,Rallidae,Fulica americana,American Coot
14736,Wind Cave National Park,Bird,Gruiformes,Rallidae,Porzana carolina,"Sora, Sora Rail"
14737,Wind Cave National Park,Bird,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark
14738,Wind Cave National Park,Bird,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing
14739,Wind Cave National Park,Bird,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing
14740,Wind Cave National Park,Bird,Passeriformes,Calcariidae,Calcarius lapponicus,Lapland Longspur
14741,Wind Cave National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur
14742,Wind Cave National Park,Bird,Passeriformes,Calcariidae,Calcarius ornatus,Chestnut-Collared Longspur
14743,Wind Cave National Park,Bird,Passeriformes,Calcariidae,Plectrophenax nivalis,Snow Bunting
14744,Wind Cave National Park,Bird,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting
14745,Wind Cave National Park,Bird,Passeriformes,Cardinalidae,Passerina caerulea,Blue Grosbeak
14746,Wind Cave National Park,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting
14747,Wind Cave National Park,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak
14748,Wind Cave National Park,Bird,Passeriformes,Cardinalidae,Pheucticus melanocephalus,Black-Headed Grosbeak
14749,Wind Cave National Park,Bird,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager
14750,Wind Cave National Park,Bird,Passeriformes,Cardinalidae,Spiza americana,Dickcissel
14751,Wind Cave National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper
14752,Wind Cave National Park,Bird,Passeriformes,Corvidae,Corvus brachyrhynchos,"American Crow, Common Crow"
14753,Wind Cave National Park,Bird,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay
14754,Wind Cave National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay
14755,Wind Cave National Park,Bird,Passeriformes,Corvidae,Nucifraga columbiana,Clark's Nutcracker
14756,Wind Cave National Park,Bird,Passeriformes,Corvidae,Perisoreus canadensis,Gray Jay
14757,Wind Cave National Park,Bird,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie
14758,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Ammodramus bairdii,Baird's Sparrow
14759,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow
14760,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting
14761,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow
14762,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco
14763,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,"Lincoln Sparrow, Lincoln's Sparrow"
14764,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow
14765,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow
14766,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee
14767,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow
14768,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,"American Tree Sparrow, Tree Sparrow"
14769,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow
14770,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow
14771,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Spizella pusilla,Field Sparrow
14772,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow
14773,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow
14774,Wind Cave National Park,Bird,Passeriformes,Emberizidae,Zonotrichia querula,Harris' Sparrow
14775,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll
14776,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin
14777,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch
14778,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Carpodacus cassinii,Cassin's Finch
14779,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch
14780,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch
14781,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak
14782,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Leucosticte tephrocotis,Gray-Crowned Rosy Finch
14783,Wind Cave National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill
14784,Wind Cave National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow
14785,Wind Cave National Park,Bird,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow
14786,Wind Cave National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow
14787,Wind Cave National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow
14788,Wind Cave National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow
14789,Wind Cave National Park,Bird,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow
14790,Wind Cave National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird
14791,Wind Cave National Park,Bird,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink
14792,Wind Cave National Park,Bird,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird
14793,Wind Cave National Park,Bird,Passeriformes,Icteridae,Icterus bullockii,"Bullock's Oriole (American Ornithologists' Union, 1998)"
14794,Wind Cave National Park,Bird,Passeriformes,Icteridae,Icterus galbula,Baltimore Oriole
14795,Wind Cave National Park,Bird,Passeriformes,Icteridae,Icterus spurius,Orchard Oriole
14796,Wind Cave National Park,Bird,Passeriformes,Icteridae,Molothrus ater,"Brown-Headed Cowbird, Brownn-Headed Cowbird"
14797,Wind Cave National Park,Bird,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle
14798,Wind Cave National Park,Bird,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark
14799,Wind Cave National Park,Bird,Passeriformes,Icteridae,Sturnella neglecta,Western Meadowlark
14800,Wind Cave National Park,Bird,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird
14801,Wind Cave National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,"Northen Shrike, Northern Shrike"
14802,Wind Cave National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike
14803,Wind Cave National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,"Catbird, Gray Catbird"
14804,Wind Cave National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird
14805,Wind Cave National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher
14806,Wind Cave National Park,Bird,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher
14807,Wind Cave National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,American Pipit
14808,Wind Cave National Park,Bird,Passeriformes,Paridae,Parus atricapillus,Black-Capped Chickadee
14809,Wind Cave National Park,Bird,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee
14810,Wind Cave National Park,Bird,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler
14811,Wind Cave National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler
14812,Wind Cave National Park,Bird,Passeriformes,Parulidae,Dendroica discolor,Prairie Warbler
14813,Wind Cave National Park,Bird,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler
14814,Wind Cave National Park,Bird,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-Sided Warbler
14815,Wind Cave National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler
14816,Wind Cave National Park,Bird,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler
14817,Wind Cave National Park,Bird,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat
14818,Wind Cave National Park,Bird,Passeriformes,Parulidae,Icteria virens,"Yellow-Breased Chat, Yellow-Breasted Chat"
14819,Wind Cave National Park,Bird,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler
14820,Wind Cave National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler
14821,Wind Cave National Park,Bird,Passeriformes,Parulidae,Seiurus aurocapilla,Ovenbird
14822,Wind Cave National Park,Bird,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush
14823,Wind Cave National Park,Bird,Passeriformes,Parulidae,Setophaga americana,Northern Parula
14824,Wind Cave National Park,Bird,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart
14825,Wind Cave National Park,Bird,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler
14826,Wind Cave National Park,Bird,Passeriformes,Parulidae,Vermivora peregrina,Tennessee Warbler
14827,Wind Cave National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler
14828,Wind Cave National Park,Bird,Passeriformes,Passeridae,Passer domesticus,House Sparrow
14829,Wind Cave National Park,Bird,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher
14830,Wind Cave National Park,Bird,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet
14831,Wind Cave National Park,Bird,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet
14832,Wind Cave National Park,Bird,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch
14833,Wind Cave National Park,Bird,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch
14834,Wind Cave National Park,Bird,Passeriformes,Sittidae,Sitta pygmaea,Pygmy Nuthatch
14835,Wind Cave National Park,Bird,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling
14836,Wind Cave National Park,Bird,Passeriformes,Troglodytidae,Catherpes mexicanus,Canyon Wren
14837,Wind Cave National Park,Bird,Passeriformes,Troglodytidae,Salpinctes obsoletus,Rock Wren
14838,Wind Cave National Park,Bird,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren
14839,Wind Cave National Park,Bird,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren
14840,Wind Cave National Park,Bird,Passeriformes,Turdidae,Catharus fuscescens,Veery
14841,Wind Cave National Park,Bird,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush
14842,Wind Cave National Park,Bird,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire
14843,Wind Cave National Park,Bird,Passeriformes,Turdidae,Sialia currucoides,Mountain Bluebird
14844,Wind Cave National Park,Bird,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird
14845,Wind Cave National Park,Bird,Passeriformes,Turdidae,Turdus migratorius,American Robin
14846,Wind Cave National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher
14847,Wind Cave National Park,Bird,Passeriformes,Tyrannidae,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee"
14848,Wind Cave National Park,Bird,Passeriformes,Tyrannidae,Empidonax alnorum,Alder Flycatcher
14849,Wind Cave National Park,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher
14850,Wind Cave National Park,Bird,Passeriformes,Tyrannidae,Empidonax oberholseri,Dusky Flycatcher
14851,Wind Cave National Park,Bird,Passeriformes,Tyrannidae,Empidonax occidentalis,"Cordilleran Flycatcher (American Ornithologists' Union, 1998)"
14852,Wind Cave National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher
