,Park Name,Category,Order,Family,Scientific Name,Common Names
9975,Kobuk Valley National Park,Bird,Charadriiformes,Laridae,Larus philadelphia,Bonaparte's Gull
9976,Kobuk Valley National Park,Bird,Charadriiformes,Laridae,Sterna paradisaea,Arctic Tern
9977,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Actitis macularia,Spotted Sandpiper
9978,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Aphriza virgata,Surfbird
9979,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Calidris alba,Sanderling
9980,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Calidris bairdii,Baird's Sandpiper
9981,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Calidris melanotos,Pectoral Sandpiper
9982,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper
9983,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper
9984,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Gallinago gallinago,Common Snipe
9985,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Heteroscelus incanus,Wandering Tattler
9986,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Limnodromus scolopaceus,Long-Billed Dowitcher
9987,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel
9988,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus lobatus,"Northern Phalarope, Red-Necked Phalarope"
9989,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs
9990,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper
9991,Kobuk Valley National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius longicaudus,Long-Tailed Jaeger
9992,Kobuk Valley National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius pomarinus,Pomarine Jaeger
9993,Kobuk Valley National Park,Bird,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher
9994,Kobuk Valley National Park,Bird,Falconiformes,Falconidae,Falco columbarius,"Merlin, Pigeon Hawk"
9995,Kobuk Valley National Park,Bird,Falconiformes,Falconidae,Falco rusticolus,Gyrfalcon
9996,Kobuk Valley National Park,Bird,Falconiformes,Falconidae,Falco sparverius,American Kestrel
9997,Kobuk Valley National Park,Bird,Galliformes,Phasianidae,Dendragapus canadensis,Spruce Grouse
9998,Kobuk Valley National Park,Bird,Galliformes,Phasianidae,Lagopus lagopus,Willow Ptarmigan
9999,Kobuk Valley National Park,Bird,Galliformes,Phasianidae,Lagopus mutus,Rock Ptarmigan
10000,Kobuk Valley National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon
10001,Kobuk Valley National Park,Bird,Gaviiformes,Gaviidae,Gavia pacifica,"Arctic Loon, Pacific Loon"
10002,Kobuk Valley National Park,Bird,Gaviiformes,Gaviidae,Gavia stellata,Red-Throated Loon
10003,Kobuk Valley National Park,Bird,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane
10004,Kobuk Valley National Park,Bird,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Wagwing
10005,Kobuk Valley National Park,Bird,Passeriformes,Calcariidae,Calcarius lapponicus,Lapland Longspur
10006,Kobuk Valley National Park,Bird,Passeriformes,Calcariidae,Plectrophenax nivalis,Snow Bunting
10007,Kobuk Valley National Park,Bird,Passeriformes,Cinclidae,Cinclus mexicanus,"American Dipper, Dipper"
10008,Kobuk Valley National Park,Bird,Passeriformes,Corvidae,Corvus corax,Common Raven
10009,Kobuk Valley National Park,Bird,Passeriformes,Corvidae,Perisoreus canadensis,Gray Jay
10010,Kobuk Valley National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,"Dark-Eyed Junco, Slate-Colored Junco"
10011,Kobuk Valley National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow
10012,Kobuk Valley National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow
10013,Kobuk Valley National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow
10014,Kobuk Valley National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,"American Tree Sparrow, Tree Sparrow"
10015,Kobuk Valley National Park,Bird,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow
10016,Kobuk Valley National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow
10017,Kobuk Valley National Park,Bird,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll
10018,Kobuk Valley National Park,Bird,Passeriformes,Fringillidae,Carduelis hornemanni,Hoary Redpoll
10019,Kobuk Valley National Park,Bird,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill
10020,Kobuk Valley National Park,Bird,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak
10021,Kobuk Valley National Park,Bird,Passeriformes,Hirundinidae,Hirundo pyrrhonota,Cliff Swallow
10022,Kobuk Valley National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow
10023,Kobuk Valley National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow
10024,Kobuk Valley National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird
10025,Kobuk Valley National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike
10026,Kobuk Valley National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,"American Pipit, Water Pipit"
10027,Kobuk Valley National Park,Bird,Passeriformes,Motacillidae,Motacilla flava,Yellow Wagtail
10028,Kobuk Valley National Park,Bird,Passeriformes,Muscicapidae,Oenanthe oenanthe,"Northern Wheatear, Wheatear"
10029,Kobuk Valley National Park,Bird,Passeriformes,Paridae,Parus atricapillus,Black-Capped Chickadee
10030,Kobuk Valley National Park,Bird,Passeriformes,Paridae,Parus cinctus,"Gray-Headed Chickadee, Siberian Tit"
10031,Kobuk Valley National Park,Bird,Passeriformes,Paridae,Parus hudsonicus,Boreal Chickadee
10032,Kobuk Valley National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,"Myrtle Warbler, Yellow-Rumped Warbler"
10033,Kobuk Valley National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler
10034,Kobuk Valley National Park,Bird,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler
10035,Kobuk Valley National Park,Bird,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush
10036,Kobuk Valley National Park,Bird,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler
10037,Kobuk Valley National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler
10038,Kobuk Valley National Park,Bird,Passeriformes,Phylloscopidae,Phylloscopus borealis,Arctic Warbler
10039,Kobuk Valley National Park,Bird,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet
10040,Kobuk Valley National Park,Bird,Passeriformes,Turdidae,Catharus minimus,Gray-Cheeked Thrush
10041,Kobuk Valley National Park,Bird,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush
10042,Kobuk Valley National Park,Bird,Passeriformes,Turdidae,Ixoreus naevius,Varied Thrush
10043,Kobuk Valley National Park,Bird,Passeriformes,Turdidae,Turdus migratorius,"American Robin, Robin"
10044,Kobuk Valley National Park,Bird,Passeriformes,Tyrannidae,Contopus borealis,Olive-Sided Flycatcher
10045,Kobuk Valley National Park,Bird,Passeriformes,Tyrannidae,Empidonax alnorum,Alder Flycatcher
10046,Kobuk Valley National Park,Bird,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe
10047,Kobuk Valley National Park,Bird,Piciformes,Picidae,Colaptes auratus,"Northern Flicker, Red-Shafted Flicker, Yellow-Shafted Flicker"
10048,Kobuk Valley National Park,Bird,Piciformes,Picidae,Picoides tridactylus,"Northern Three-Toed Woodpecker, Three-Toed Woodpecker"
10049,Kobuk Valley National Park,Bird,Podicipediformes,Podicipedidae,Podiceps auritus,Horned Grebe
10050,Kobuk Valley National Park,Bird,Podicipediformes,Podicipedidae,Podiceps grisegena,Red-Necked Grebe
10051,Kobuk Valley National Park,Bird,Strigiformes,Strigidae,Aegolius funereus,Boreal Owl
10052,Kobuk Valley National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl
10053,Kobuk Valley National Park,Bird,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl
10054,Kobuk Valley National Park,Bird,Strigiformes,Strigidae,Nyctea scandiaca,Snowy Owl
10055,Kobuk Valley National Park,Bird,Strigiformes,Strigidae,Surnia ulula,"Hawk Owl, Northern Hawk-Owl"
10056,Kobuk Valley National Park,Amphibian,Anura,Ranidae,Rana sylvatica,Wood Frog
10057,Lake Clark National Park & Preserve,Mammal,Artiodactyla,Bovidae,Ovis dalli,Dall's Sheep
10058,Lake Clark National Park & Preserve,Mammal,Artiodactyla,Cervidae,Alces alces,Moose
10059,Lake Clark National Park & Preserve,Mammal,Artiodactyla,Cervidae,Rangifer tarandus,Caribou
10060,Lake Clark National Park & Preserve,Mammal,Carnivora,Canidae,Canis latrans,Coyote
10061,Lake Clark National Park & Preserve,Mammal,Carnivora,Canidae,Canis lupus,Gray Wolf
10062,Lake Clark National Park & Preserve,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox
10063,Lake Clark National Park & Preserve,Mammal,Carnivora,Felidae,Lynx canadensis,"Canada Lynx, Lynx"
10064,Lake Clark National Park & Preserve,Mammal,Carnivora,Mustelidae,Enhydra lutris,Sea Otter
10065,Lake Clark National Park & Preserve,Mammal,Carnivora,Mustelidae,Gulo gulo,Wolverine
10066,Lake Clark National Park & Preserve,Mammal,Carnivora,Mustelidae,Martes americana,American Marten
10067,Lake Clark National Park & Preserve,Mammal,Carnivora,Mustelidae,Mustela erminea,"Ermine, Short-Tailed Weasel"
10068,Lake Clark National Park & Preserve,Mammal,Carnivora,Phocidae,Phoca vitulina,Harbor Seal
10069,Lake Clark National Park & Preserve,Mammal,Carnivora,Ursidae,Ursus americanus,Black Bear
10070,Lake Clark National Park & Preserve,Mammal,Carnivora,Ursidae,Ursus arctos,Brown Bear
10071,Lake Clark National Park & Preserve,Mammal,Cetacea,Delphinidae,Orcinus orca,Killer Whale
10072,Lake Clark National Park & Preserve,Mammal,Cetacea,Monodontidae,Delphinapterus leucas,Beluga
10073,Lake Clark National Park & Preserve,Mammal,Cetacea,Phocoenidae,Phocoena phocoena,Harbor Porpoise
10074,Lake Clark National Park & Preserve,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Bat
10075,Lake Clark National Park & Preserve,Mammal,Lagomorpha,Leporidae,Lepus americanus,Snowshoe Hare
10076,Lake Clark National Park & Preserve,Mammal,Lagomorpha,Ochotonidae,Ochotona collaris,Collared Pika
10077,Lake Clark National Park & Preserve,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver
10078,Lake Clark National Park & Preserve,Mammal,Rodentia,Cricetidae,Clethrionomys rutilus,Northern Red-Backed Vole
10079,Lake Clark National Park & Preserve,Mammal,Rodentia,Cricetidae,Microtus miurus,"Alaska Vole, Singing Vole"
10080,Lake Clark National Park & Preserve,Mammal,Rodentia,Cricetidae,Microtus oeconomus,Tundra Vole
10081,Lake Clark National Park & Preserve,Mammal,Rodentia,Cricetidae,Microtus pennsylvanicus,Meadow Vole
10082,Lake Clark National Park & Preserve,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Muskrat
10083,Lake Clark National Park & Preserve,Mammal,Rodentia,Cricetidae,Synaptomys borealis,Northern Bog Lemming
10084,Lake Clark National Park & Preserve,Mammal,Rodentia,Dipodidae,Zapus hudsonius,Meadow Jumping Mouse
10085,Lake Clark National Park & Preserve,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,Porcupine
10086,Lake Clark National Park & Preserve,Mammal,Rodentia,Sciuridae,Marmota caligata,Hoary Marmot
10087,Lake Clark National Park & Preserve,Mammal,Rodentia,Sciuridae,Spermophilus parryii,Arctic Ground Squirrel
10088,Lake Clark National Park & Preserve,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel
10089,Lake Clark National Park & Preserve,Mammal,Soricomorpha,Soricidae,Sorex cinereus,Masked Shrew
10090,Lake Clark National Park & Preserve,Mammal,Soricomorpha,Soricidae,Sorex monticolus,"Dusky Shrew, Montane Shrew"
10091,Lake Clark National Park & Preserve,Mammal,Soricomorpha,Soricidae,Sorex tundrensis,Tundra Shrew
10092,Lake Clark National Park & Preserve,Mammal,Soricomorpha,Soricidae,Sorex yukonicus,Tiny Shrew
10093,Lake Clark National Park & Preserve,Bird,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk
10094,Lake Clark National Park & Preserve,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk
10095,Lake Clark National Park & Preserve,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle
10096,Lake Clark National Park & Preserve,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk
10097,Lake Clark National Park & Preserve,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier
10098,Lake Clark National Park & Preserve,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle
10099,Lake Clark National Park & Preserve,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey
10100,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Anas acuta,Northern Pintail
10101,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Anas americana,American Wigeon
10102,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler
10103,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal
10104,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Anas discors,Blue-Winged Teal
10105,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Anas penelope,Eurasian Wigeon
10106,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Anas platyrhynchos,Mallard
10107,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Anser albifrons,White-Fronted Goose
10108,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup
10109,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Aythya americana,Redhead
10110,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Aythya collaris,"Ringneck, Ring-Necked Duck"
10111,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Aythya marila,Greater Scaup
10112,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Aythya valisineria,Canvasback
10113,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Branta bernicla,Brant
10114,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Branta canadensis,Canada Goose
10115,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Bucephala albeola,Bufflehead
10116,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Bucephala clangula,Barrow's Goldeneye
10117,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Bucephala islandica,Common Goldeneye
10118,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Chen caerulescens,Snow Goose
10119,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Chen canagica,Emperor Goose
10120,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Clangula hyemalis,"Long-Tailed Duck, Oldsquaw"
10121,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Cygnus buccinator,Trumpeter Swan
10122,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Cygnus columbianus,"Tundra Swan, Whistling Swan"
10123,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Histrionicus histrionicus,Harlequin Duck
10124,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Melanitta fusca,White-Winged Scoter
10125,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Melanitta nigra,Black Scoter
10126,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Melanitta perspicillata,Surf Scoter
10127,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Mergus merganser,Common Merganser
10128,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Mergus serrator,Red-Breasted Merganser
10129,Lake Clark National Park & Preserve,Bird,Anseriformes,Anatidae,Somateria mollissima,Common Eider
10130,Lake Clark National Park & Preserve,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird
10131,Lake Clark National Park & Preserve,Bird,Charadriiformes,Alcidae,Brachyramphus brevirostris,Kittlitz's Murrelet
10132,Lake Clark National Park & Preserve,Bird,Charadriiformes,Alcidae,Brachyramphus marmoratus,Marbled Murrelet
10133,Lake Clark National Park & Preserve,Bird,Charadriiformes,Alcidae,Cepphus columba,Pigeon Guillemot
10134,Lake Clark National Park & Preserve,Bird,Charadriiformes,Alcidae,Fratercula cirrhata,Tufted Puffin
10135,Lake Clark National Park & Preserve,Bird,Charadriiformes,Alcidae,Fratercula corniculata,Horned Puffin
10136,Lake Clark National Park & Preserve,Bird,Charadriiformes,Alcidae,Uria aalge,Common Murre
10137,Lake Clark National Park & Preserve,Bird,Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover
10138,Lake Clark National Park & Preserve,Bird,Charadriiformes,Charadriidae,Pluvialis dominica,American Golden-Plover
10139,Lake Clark National Park & Preserve,Bird,Charadriiformes,Charadriidae,Pluvialis fulva,Pacific Golden-Plover
10140,Lake Clark National Park & Preserve,Bird,Charadriiformes,Charadriidae,Pluvialis squatarola,Black-Bellied Plover
10141,Lake Clark National Park & Preserve,Bird,Charadriiformes,Haematopodidae,Haematopus bachmani,Black Oystercatcher
10142,Lake Clark National Park & Preserve,Bird,Charadriiformes,Laridae,Larus argentatus,Herring Gull
10143,Lake Clark National Park & Preserve,Bird,Charadriiformes,Laridae,Larus canus,Mew Gull
10144,Lake Clark National Park & Preserve,Bird,Charadriiformes,Laridae,Larus glaucescens,Glaucous-Winged Gull
10145,Lake Clark National Park & Preserve,Bird,Charadriiformes,Laridae,Larus philadelphia,Bonaparte's Gull
10146,Lake Clark National Park & Preserve,Bird,Charadriiformes,Laridae,Rissa tridactyla,Black-Legged Kittiwake
10147,Lake Clark National Park & Preserve,Bird,Charadriiformes,Laridae,Sterna paradisaea,Arctic Tern
10148,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Actitis macularius,Spotted Sandpiper
10149,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Aphriza virgata,Surfbird
10150,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Arenaria melanocephala,Black Turnstone
10151,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris alba,Sanderling
10152,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris alpina,Dunlin
10153,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris bairdii,Baird's Sandpiper
10154,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris canutus,Red Knot
10155,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris mauri,Western Sandpiper
10156,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris melanotos,Pectoral Sandpiper
10157,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper
10158,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris ptilocnemis,Rock Sandpiper
10159,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper
10160,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Gallinago delicata,Wilson's Snipe
10161,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Limnodromus griseus,Short-Billed Dowitcher
10162,Lake Clark National Park & Preserve,Bird,Charadriiformes,Scolopacidae,Limnodromus scolopaceus,Long-Billed Dowitcher
